,user_id,item_id,recommend,posted year,sentiment_score
14937,76561198043505113,221100,True,2014,0
14938,76561198080209148,4000,True,2014,0
14938,76561198080209148,7670,True,2015,2
14938,76561198080209148,72850,True,2015,2
14938,76561198080209148,233130,True,,2
14938,76561198080209148,263060,True,2015,0
14938,76561198080209148,300,True,,0
14938,76561198080209148,391540,True,2015,2
14938,76561198080209148,271290,True,2015,0
14939,76561198074744700,222880,True,2014,0
14940,76561197977544920,500,True,2013,0
14940,76561197977544920,4540,True,2013,0
14940,76561197977544920,24240,True,2012,0
14940,76561197977544920,97330,True,2012,2
14941,robertstevenson,228380,True,2014,0
14942,stanlyski,8930,True,2015,0
14943,76561198058989485,473850,True,,0
14944,SuperNovaDeath,72850,True,2013,0
14944,SuperNovaDeath,200260,True,2014,0
14945,ThatComedian,208090,False,2015,0
14945,ThatComedian,209160,True,2014,0
14946,Novabeam23,408120,False,,0
14946,Novabeam23,323380,True,2015,0
14947,76561198026239418,415420,True,2015,0
14947,76561198026239418,730,True,2015,0
14947,76561198026239418,4000,True,2012,0
14947,76561198026239418,369580,True,2015,0
14947,76561198026239418,233450,True,2015,0
14948,76561198026239418,415420,True,2015,0
14948,76561198026239418,730,True,2015,0
14948,76561198026239418,4000,True,2012,0
14948,76561198026239418,369580,True,2015,0
14948,76561198026239418,233450,True,2015,0
14949,NovalisBlitz,221640,True,2014,2
14949,NovalisBlitz,570,True,2013,0
14950,novarogue,301520,True,2014,0
14950,novarogue,211820,True,2014,0
14950,novarogue,230410,True,2014,0
14950,novarogue,207140,True,2014,0
14950,novarogue,49520,True,2014,0
14950,novarogue,104900,True,2014,0
14950,novarogue,210770,True,2014,0
14950,novarogue,218230,True,2013,0
14951,76561198087654581,204372,True,2015,2
14951,76561198087654581,40800,True,,0
14951,76561198087654581,364420,True,,0
14951,76561198087654581,204360,True,2015,0
14951,76561198087654581,8870,True,2014,0
14951,76561198087654581,4000,True,2013,0
14952,Calumdruggo,209870,True,2015,0
14952,Calumdruggo,730,True,2014,0
14952,Calumdruggo,208480,True,2014,0
14952,Calumdruggo,49520,True,2014,0
14952,Calumdruggo,211400,True,2014,0
14952,Calumdruggo,252490,True,2014,0
14952,Calumdruggo,202170,True,2014,0
14952,Calumdruggo,570,True,2014,0
14952,Calumdruggo,218620,True,2014,0
14953,Noxious02,304930,False,2015,2
14953,Noxious02,4000,True,2015,0
14953,Noxious02,4760,True,2015,0
14953,Noxious02,17520,True,2015,0
14954,76561198046862962,291550,True,2015,0
14955,76561198298361542,730,True,,0
14956,_nUCKK,8870,True,2013,0
14956,_nUCKK,4000,True,2012,2
14957,nuclearaven,570,True,2015,2
14958,Nuep,212480,True,2014,0
14959,76561198106949471,221100,True,,0
14959,76561198106949471,231430,True,,0
14959,76561198106949471,345520,True,2015,0
14960,76561198075132070,211820,False,2014,0
14960,76561198075132070,249050,True,2015,2
14960,76561198075132070,440,True,2014,0
14960,76561198075132070,233720,True,2014,0
14960,76561198075132070,2300,True,,0
14960,76561198075132070,304930,False,,0
14961,Totalfire_,33440,True,2014,0
14961,Totalfire_,243470,True,2014,0
14962,sploger,105600,True,2013,0
14962,sploger,620,True,2013,0
14963,sploger,105600,True,2013,0
14963,sploger,620,True,2013,0
14964,csgostatsjustfuxkijfnworkcunnt,34330,True,2015,0
14965,76561198069046130,105600,True,2013,2
14966,76561198103654255,304930,True,,0
14967,NutTheSniper,730,True,2015,0
14968,76561198084585657,304930,True,,2
14968,76561198084585657,301910,False,,0
14969,ELCHAPOELCHAPOELCHAPO,3590,True,2015,0
14969,ELCHAPOELCHAPOELCHAPO,292600,False,,2
14970,76561198045741374,570,True,2014,0
14971,NguyenXuanTan,218620,True,2014,0
14972,76561198069090454,246420,True,2014,0
14973,76561198058754545,218620,False,2015,0
14974,anotherfuckingdeejay,346110,True,2015,0
14974,anotherfuckingdeejay,306830,False,2014,0
14974,anotherfuckingdeejay,107410,True,,0
14974,anotherfuckingdeejay,293260,True,2015,0
14974,anotherfuckingdeejay,253710,False,2014,2
14975,sinforthewin,730,True,2015,0
14976,76561198102409708,313120,True,2015,0
14976,76561198102409708,730,True,2014,0
14976,76561198102409708,275850,False,,2
14976,76561198102409708,304050,True,2015,2
14976,76561198102409708,292030,True,,0
14977,Nz1_,422400,True,2015,0
14977,Nz1_,218620,False,2015,0
14977,Nz1_,730,True,2015,0
14977,Nz1_,236390,True,2015,0
14978,tankmannz,263280,True,2014,0
14978,tankmannz,265930,True,2014,0
14978,tankmannz,212680,True,2014,0
14978,tankmannz,200510,True,2014,2
14978,tankmannz,256330,True,2014,0
14978,tankmannz,406150,True,,0
14978,tankmannz,293860,True,2014,0
14978,tankmannz,218620,True,2014,0
14979,2547887,267940,False,,2
14980,chacau,282440,True,2014,0
14981,76561198070857828,40800,True,2013,0
14981,76561198070857828,440,True,2013,0
14982,76561198112853458,440,True,2014,0
14983,blackops66,358150,True,2015,0
14983,blackops66,287700,True,,0
14983,blackops66,218620,True,2015,0
14983,blackops66,348090,True,2015,2
14984,o-tang,253710,True,2014,0
14985,ongkungx2,209000,True,2014,0
14986,pupapooh,242050,True,2013,0
14986,pupapooh,17470,True,2013,0
14986,pupapooh,4000,True,2013,0
14986,pupapooh,208480,True,2013,0
14986,pupapooh,245170,True,2013,0
14986,pupapooh,218230,True,2013,0
14987,husseinobama,440,True,2014,0
14988,ToxicLegionaire,218620,True,2014,0
14989,76561198063138377,202970,True,2014,0
14990,76561198034392853,351710,True,2015,0
14991,76561198079721051,218620,True,2015,0
14992,OBLONGGAMING,233450,True,2015,0
14993,76561198194717606,17570,True,,0
14994,76561198035991809,295110,False,,0
14995,totallynotsianide,248820,True,2014,0
14995,totallynotsianide,262060,True,2015,2
14995,totallynotsianide,11330,True,2014,0
14996,76561198067744969,730,True,,0
14997,76561198054681718,49520,True,2013,0
14998,Pretz,218410,True,,0
14999,jtwh,304050,True,,0
14999,jtwh,440,True,2013,2
14999,jtwh,295550,True,2014,0
14999,jtwh,317360,True,2014,2
14999,jtwh,274900,True,2014,0
15000,Occy,224480,True,2014,0
15000,Occy,620,True,2014,0
15001,76561198081342340,202170,True,2014,0
15002,DeployableDuck,238460,True,2014,0
15002,DeployableDuck,213670,True,2014,0
15003,odkul,440,True,,0
15004,76561198027716010,264710,True,,0
15005,76561198062152744,570,True,2014,0
15006,myzuerahuebr,286080,True,2014,0
15007,Ogargd,1520,True,2014,0
15008,76561198051139390,440,True,2015,0
15008,76561198051139390,72850,True,2014,0
15008,76561198051139390,105600,True,2013,0
15008,76561198051139390,227300,True,,0
15008,76561198051139390,380600,True,2015,2
15009,76561198051139390,440,True,2015,0
15009,76561198051139390,72850,True,2014,0
15009,76561198051139390,105600,True,2013,0
15009,76561198051139390,227300,True,,0
15009,76561198051139390,380600,True,2015,2
15010,76561198073419999,213650,True,2014,0
15010,76561198073419999,200210,True,2014,0
15011,krabby666,730,True,2015,0
15012,warmedic,109600,True,2014,0
15012,warmedic,239220,True,2014,0
15012,warmedic,250740,True,2014,0
15012,warmedic,231060,True,2014,0
15013,ghostfps98,317360,True,2015,0
15013,ghostfps98,224540,True,2014,0
15014,MexyMax,319630,True,2015,0
15014,MexyMax,218640,True,2015,0
15014,MexyMax,230410,True,,2
15014,MexyMax,496920,True,,0
15014,MexyMax,385370,True,,0
15014,MexyMax,301750,True,2015,0
15014,MexyMax,343360,True,2015,0
15014,MexyMax,223470,True,2015,2
15015,ohreoreoreo,206440,True,2014,0
15015,ohreoreoreo,8870,True,2014,0
15015,ohreoreoreo,440,True,2012,0
15015,ohreoreoreo,105600,True,2014,0
15015,ohreoreoreo,222900,True,2014,0
15015,ohreoreoreo,259390,True,2014,0
15015,ohreoreoreo,218060,True,2014,0
15015,ohreoreoreo,4000,True,2014,0
15015,ohreoreoreo,570,False,2014,0
15015,ohreoreoreo,244710,True,2014,0
15016,329838102,250600,True,2014,0
15016,329838102,380600,False,2015,0
15016,329838102,440,True,2013,0
15017,76561198017796978,298480,True,2015,0
15017,76561198017796978,275850,False,,0
15017,76561198017796978,232810,False,2014,0
15018,oilfire30,34910,True,,0
15019,76561198084029298,17410,True,2014,0
15019,76561198084029298,440,True,2014,0
15019,76561198084029298,236390,True,2015,0
15019,76561198084029298,207690,True,2014,0
15020,barkgamers,291550,True,,0
15021,oklusion,209080,True,2014,0
15021,oklusion,248570,True,2014,0
15021,oklusion,620,True,2013,0
15022,76561198086448358,570,True,2014,0
15023,KingBlank,396900,True,,0
15023,KingBlank,200510,True,2014,0
15024,quantumquack,257850,True,,2
15024,quantumquack,50300,True,2015,0
15025,76561198137075100,221100,True,2014,2
15026,BlackBulletIV,218230,True,2013,0
15026,BlackBulletIV,214560,True,2015,2
15026,BlackBulletIV,24980,True,2013,0
15027,76561198057988265,107100,True,2014,0
15028,NeroDarkMC,238430,True,2014,0
15028,NeroDarkMC,4000,True,2014,0
15028,NeroDarkMC,16730,True,2014,0
15028,NeroDarkMC,49520,True,2014,0
15028,NeroDarkMC,24240,True,2015,0
15029,nattyking1961,218620,False,2015,0
15029,nattyking1961,8850,True,2015,0
15029,nattyking1961,319630,True,,2
15029,nattyking1961,302080,True,2015,0
15029,nattyking1961,550,True,2014,0
15030,dnsh38,1250,True,2015,0
15031,13457856281,383080,True,2015,2
15031,13457856281,245170,True,2015,0
15032,76561198065446130,730,True,,2
15032,76561198065446130,303390,False,2015,0
15032,76561198065446130,440,True,2012,0
15033,76561198004638606,351970,True,,0
15033,76561198004638606,251150,True,2015,0
15033,76561198004638606,228300,True,2014,0
15033,76561198004638606,251990,True,2013,2
15033,76561198004638606,219640,True,2012,0
15033,76561198004638606,98600,True,2012,0
15034,76561198032269949,241540,True,2014,0
15035,76561198088081025,440,True,2015,0
15036,76561197977922960,230410,True,,0
15037,JUEJUEhue,440,True,2015,0
15037,JUEJUEhue,282780,True,2015,0
15037,JUEJUEhue,271590,True,2015,0
15037,JUEJUEhue,201805,True,2015,0
15037,JUEJUEhue,307780,True,2015,0
15037,JUEJUEhue,4000,True,2012,0
15037,JUEJUEhue,252950,True,2015,2
15037,JUEJUEhue,99900,True,2011,0
15038,76561198069214448,65980,True,2014,0
15038,76561198069214448,232450,True,2014,0
15038,76561198069214448,50620,True,2015,0
15038,76561198069214448,236850,True,2014,0
15038,76561198069214448,246420,True,2014,0
15039,omegachai,232090,True,,0
15039,omegachai,333250,True,,0
15039,omegachai,224260,True,,0
15039,omegachai,336310,True,,0
15040,76561198066669759,51100,True,2014,0
15041,76561198094519454,330570,True,,0
15041,76561198094519454,394230,True,,0
15041,76561198094519454,211820,True,2015,0
15041,76561198094519454,271290,True,2015,0
15042,omnikek,379720,True,,0
15043,OmniHorizon,370020,True,2015,0
15043,OmniHorizon,20500,True,2015,0
15044,76561198064526566,376870,True,2015,0
15044,76561198064526566,304930,True,2014,0
15045,idwithautism,70000,True,2015,0
15045,idwithautism,265930,False,2015,2
15045,idwithautism,22380,True,2015,0
15045,idwithautism,10180,True,2015,2
15045,idwithautism,1250,True,2014,0
15045,idwithautism,35450,True,2014,0
15045,idwithautism,304930,True,2014,0
15046,ervindancho,224600,True,2013,0
15047,OneHundredvz,730,True,2015,0
15047,OneHundredvz,218230,True,2013,0
15048,76561198028263349,252490,True,2014,2
15049,76561198052392890,313340,False,,0
15050,oneshotdashie,368340,True,2015,0
15051,Tataudu,234650,True,2014,0
15051,Tataudu,3830,True,2013,0
15052,76561198064985012,221100,True,2014,2
15053,76561198053799686,234670,True,2014,0
15054,nelllllly,218620,True,2015,0
15054,nelllllly,440,True,2015,0
15055,Batmanmotherfucker,261030,True,2013,0
15055,Batmanmotherfucker,4000,True,2012,0
15056,76561198097109504,72850,True,2014,0
15057,spideyhero1,351290,True,2015,0
15057,spideyhero1,410680,True,2015,0
15057,spideyhero1,322010,True,2014,0
15057,spideyhero1,312990,True,2015,2
15057,spideyhero1,304930,True,2014,0
15058,76561198133640133,295110,True,2015,0
15058,76561198133640133,550,True,2015,0
15059,76561198093091281,570,True,2015,0
15060,76561198043153333,275850,True,,0
15060,76561198043153333,730,True,2015,0
15061,Opportunity396,72850,True,2014,0
15062,Oprah_FTWfrey,48700,True,2014,0
15063,76561198099718069,218620,False,2015,2
15063,76561198099718069,204360,True,2015,0
15063,76561198099718069,8190,True,,0
15063,76561198099718069,730,True,2015,0
15064,76561198105961037,1250,True,2014,0
15065,76561198067171250,224260,True,2015,0
15066,Tictactic,70400,True,2015,0
15067,76561198063534335,206210,False,2015,0
15068,ThugDuckyOrange,12210,True,2014,2
15068,ThugDuckyOrange,440,True,2015,0
15069,76561198043798473,208750,True,2015,0
15070,76561198078659459,277430,True,2014,0
15071,originaldog,3320,True,2015,2
15071,originaldog,232810,False,2014,2
15071,originaldog,221640,False,2013,2
15071,originaldog,220200,True,2015,0
15071,originaldog,212680,True,2013,0
15071,originaldog,2700,True,2013,0
15071,originaldog,240,True,2015,0
15071,originaldog,41070,True,2015,2
15071,originaldog,4000,True,2013,2
15071,originaldog,105600,True,2013,0
15072,orikulax,91310,True,2014,0
15073,orkkiller24,242860,True,2015,0
15073,orkkiller24,244850,True,2014,0
15074,Arthur3297,230410,False,2015,0
15075,killergamer1232,570,True,2014,0
15075,killergamer1232,550,True,2014,2
15075,killergamer1232,349480,True,2015,0
15075,killergamer1232,265630,True,2015,0
15075,killergamer1232,346120,True,2015,0
15075,killergamer1232,304930,True,2015,0
15076,76561198060521929,225540,False,2015,2
15076,76561198060521929,104900,True,2015,0
15077,76561198021710409,234140,True,2015,0
15077,76561198021710409,383120,True,,0
15077,76561198021710409,263440,False,2014,0
15077,76561198021710409,367270,True,,0
15077,76561198021710409,275850,True,,0
15077,76561198021710409,304030,True,2014,0
15077,76561198021710409,209080,True,2014,0
15078,76561198059162959,300080,True,2015,0
15079,76561198078411167,218620,True,2015,0
15079,76561198078411167,436150,True,,0
15079,76561198078411167,346120,True,2015,0
15079,76561198078411167,246280,True,2014,2
15080,theawesomeguy,216150,False,2015,0
15080,theawesomeguy,730,True,2012,0
15081,76561198075333118,207610,True,2013,0
15081,76561198075333118,440,True,2013,0
15082,76561198082317907,730,True,2014,2
15082,76561198082317907,222880,True,2014,0
15082,76561198082317907,333930,True,2015,0
15083,adug2345,730,True,2014,0
15083,adug2345,271590,True,2015,0
15083,adug2345,57300,True,2015,0
15083,adug2345,72850,True,2014,0
15084,76561198031891410,281990,True,,0
15085,76561198076427213,63380,True,2015,0
15085,76561198076427213,291210,True,,0
15086,damnsonwheredidyoufindloominaty,91310,True,,0
15087,osuka828,105600,False,2015,2
15088,Cherno4Life,107410,True,,0
15089,76561198086051664,570,True,2013,0
15090,WardPimp,570,True,2013,2
15090,WardPimp,363970,True,,0
15091,76561198041870879,322330,True,2015,0
15092,Harkugan,294570,True,2015,0
15093,76561198041870879,322330,True,2015,0
15094,Harkugan,294570,True,2015,0
15095,76561198043917508,730,True,,2
15095,76561198043917508,391540,True,2015,0
15096,76561198117645959,730,True,2015,0
15097,memeroos,730,False,,2
15098,76561198057369211,220,False,2014,0
15098,76561198057369211,263280,True,2014,0
15098,76561198057369211,240,False,2014,0
15099,76561198059367116,236110,True,,0
15100,76561198084246673,232090,True,2015,0
15100,76561198084246673,730,True,2015,0
15101,AlienMan180,440,True,2015,0
15101,AlienMan180,105600,True,2015,2
15101,AlienMan180,273350,True,,2
15101,AlienMan180,8930,True,2015,1
15101,AlienMan180,304930,True,2015,2
15102,76561198236724976,105600,True,2015,0
15102,76561198236724976,333930,True,2015,0
15102,76561198236724976,300080,True,2015,0
15103,76561198077557052,730,True,2014,0
15104,twOzOz,266840,True,2014,0
15105,76561198063667684,550,True,2013,0
15106,OzL0,6060,True,2014,0
15107,76561198018908514,17080,True,2012,0
15108,mrozray,221100,True,2014,0
15108,mrozray,295110,True,2015,0
15109,ozvooky,105600,True,2015,0
15110,Jockeylicious,550,True,2015,2
15110,Jockeylicious,236850,True,2015,0
15111,rhys552,8500,True,,2
15111,rhys552,405010,True,2015,0
15111,rhys552,206420,True,2015,0
15112,chupaessacaralha,223710,True,,0
15112,chupaessacaralha,224540,True,2013,0
15113,Pao_Of_War,72850,True,2015,0
15114,mysterys,17410,True,2014,2
15114,mysterys,440,True,2014,0
15114,mysterys,730,True,2015,0
15114,mysterys,319510,True,2014,0
15114,mysterys,10180,True,2014,0
15114,mysterys,208090,True,2014,0
15114,mysterys,42680,False,2014,2
15115,NeedzMoreMudkipz,440,True,2014,2
15116,76561198089170427,550,True,2014,0
15116,76561198089170427,730,True,2014,2
15116,76561198089170427,4000,True,2013,2
15116,76561198089170427,239660,True,2013,0
15116,76561198089170427,230410,True,2013,0
15116,76561198089170427,440,True,2013,0
15116,76561198089170427,51100,True,2014,0
15117,Godoftitsandwines,221100,True,2014,2
15117,Godoftitsandwines,730,True,2015,0
15117,Godoftitsandwines,301520,True,2014,0
15118,76561198062377940,399520,True,2015,0
15118,76561198062377940,233720,True,,0
15118,76561198062377940,22320,True,2015,0
15118,76561198062377940,327890,True,2015,0
15118,76561198062377940,346900,True,2015,2
15118,76561198062377940,34900,True,2015,0
15118,76561198062377940,304930,True,2015,0
15118,76561198062377940,206420,True,2014,2
15119,P1cklez,252950,True,,0
15119,P1cklez,72850,True,,0
15119,P1cklez,221380,True,2015,0
15120,76561198049369458,380600,True,2015,0
15120,76561198049369458,274940,True,,0
15120,76561198049369458,341720,True,2015,2
15120,76561198049369458,270880,True,,0
15120,76561198049369458,333930,True,2015,0
15120,76561198049369458,730,True,2014,0
15120,76561198049369458,301520,True,2014,0
15120,76561198049369458,208090,True,2014,0
15120,76561198049369458,221100,True,2014,0
15121,P1RATS3,220200,True,2014,0
15122,pluemkungz_,105600,True,2013,0
15123,76561198075676596,96300,False,2014,2
15124,P51DWT,359550,True,,0
15124,P51DWT,324160,True,2015,0
15124,P51DWT,313340,True,2015,0
15124,P51DWT,236390,True,2015,0
15124,P51DWT,730,True,2015,0
15124,P51DWT,315880,True,2015,0
15124,P51DWT,304430,False,,0
15125,AnimGaming99,246620,True,2015,0
15126,76561198078699107,730,True,,0
15127,PabloEso,295110,False,2015,2
15128,76561198098805520,730,True,2015,0
15129,PABLOVSKI,304930,True,2014,0
15130,pac_of_ace,271290,True,2014,0
15130,pac_of_ace,223470,True,,0
15130,pac_of_ace,220,True,2014,0
15130,pac_of_ace,440,True,2014,0
15130,pac_of_ace,236390,True,2014,0
15130,pac_of_ace,234310,True,2014,0
15130,pac_of_ace,304930,True,2015,0
15131,BOOMRIFFER,218620,True,2014,2
15131,BOOMRIFFER,99900,True,2014,0
15131,BOOMRIFFER,440,True,2014,0
15131,BOOMRIFFER,570,True,2014,0
15132,76561198046540876,206440,True,2015,0
15133,wankster,298110,False,2014,0
15133,wankster,242050,False,2014,0
15133,wankster,230410,True,2014,0
15134,76561198070169273,265930,True,2014,0
15135,pacocafoda,72200,True,2014,0
15136,padraigotreanor,326460,True,,2
15136,padraigotreanor,420740,True,,0
15136,padraigotreanor,72850,True,2013,0
15137,76561198014676100,236430,True,2014,0
15138,xishijinse,304930,True,2014,0
15138,xishijinse,440,True,2014,0
15138,xishijinse,243870,True,2014,2
15138,xishijinse,219640,True,2013,0
15139,76561198096452917,570,True,2015,0
15140,76561198056876765,218620,True,2014,0
15141,PajamaSam29,261030,True,2014,0
15141,PajamaSam29,730,True,2015,0
15141,PajamaSam29,34900,True,2015,0
15141,PajamaSam29,220,True,2015,0
15141,PajamaSam29,2310,True,2014,0
15142,NikoPakowiski,440,True,2015,0
15142,NikoPakowiski,304930,True,2014,0
15142,NikoPakowiski,219150,True,2014,0
15143,ThyGlyphDevice,730,True,2015,0
15143,ThyGlyphDevice,240,True,2014,0
15143,ThyGlyphDevice,374301,True,2015,0
15143,ThyGlyphDevice,271590,False,2015,2
15143,ThyGlyphDevice,333930,True,2015,0
15143,ThyGlyphDevice,296470,True,2015,0
15143,ThyGlyphDevice,331120,False,2015,2
15143,ThyGlyphDevice,377160,False,,0
15144,h2ojustaddwater,550,True,2014,0
15144,h2ojustaddwater,91310,True,2015,2
15144,h2ojustaddwater,203160,True,2014,0
15144,h2ojustaddwater,200260,True,2014,2
15144,h2ojustaddwater,207610,True,2014,2
15145,1337putin,730,True,2015,0
15145,1337putin,620,True,,0
15145,1337putin,377160,True,2015,0
15145,1337putin,306760,True,,0
15146,76561198061618506,99900,True,2014,0
15147,76561198067391085,235460,True,2014,0
15147,76561198067391085,209870,True,2014,0
15148,caseyshi247,11610,True,2015,0
15148,caseyshi247,730,True,2014,0
15148,caseyshi247,316010,True,2015,0
15148,caseyshi247,383080,True,2015,0
15148,caseyshi247,363970,True,2015,0
15148,caseyshi247,348620,True,2015,0
15148,caseyshi247,440,True,2015,0
15148,caseyshi247,304930,True,2014,2
15149,LOWdisked,271590,True,,0
15150,76561198092220958,275850,False,,0
15150,76561198092220958,241930,True,2014,0
15151,76561198066797881,219150,True,2014,0
15151,76561198066797881,304930,True,2014,0
15151,76561198066797881,224540,True,2014,0
15152,pandanman,49520,True,2012,0
15153,RangaMan13,105600,True,2015,0
15153,RangaMan13,301520,True,2015,0
15153,RangaMan13,440,True,2014,0
15153,RangaMan13,251630,True,2014,0
15154,76561198073436219,550,True,2013,2
15155,76561198089288206,212180,True,2015,0
15155,76561198089288206,242720,True,2014,0
15155,76561198089288206,730,True,,0
15155,76561198089288206,417860,True,2015,0
15155,76561198089288206,321040,True,2015,0
15155,76561198089288206,440,True,2014,0
15155,76561198089288206,208090,True,2014,0
15155,76561198089288206,204300,True,2013,0
15155,76561198089288206,4000,True,2013,0
15156,pan3k,730,True,2015,0
15157,76561198061191308,570,True,2013,0
15158,Panosan,221100,False,,0
15158,Panosan,364360,True,,2
15158,Panosan,730,False,2015,0
15159,76561198063444314,440,True,2014,0
15160,paknsave,219640,False,,0
15160,paknsave,310380,False,,0
15160,paknsave,107900,False,2015,0
15160,paknsave,218230,True,2015,2
15160,paknsave,730,True,2015,2
15160,paknsave,4000,True,2014,0
15160,paknsave,304930,False,2014,0
15161,36_T,226700,False,2014,0
15161,36_T,50300,True,2014,0
15161,36_T,570,True,2014,0
15161,36_T,730,True,2014,0
15161,36_T,292030,True,,0
15161,36_T,49520,True,2014,0
15161,36_T,220240,True,2014,0
15161,36_T,244930,True,2014,0
15161,36_T,224260,True,2013,0
15162,76561198260732809,377160,False,2015,2
15163,76561198043660131,250400,True,2014,0
15163,76561198043660131,258970,True,2014,0
15163,76561198043660131,209080,True,2014,0
15163,76561198043660131,250900,True,2014,0
15163,76561198043660131,110800,True,2014,0
15163,76561198043660131,214950,True,2014,0
15163,76561198043660131,244850,True,2014,0
15164,76561198095736920,200210,True,2014,0
15165,76561198068167039,211820,True,2013,0
15166,SpiderZombie,304930,True,2015,0
15166,SpiderZombie,248570,True,,0
15166,SpiderZombie,570,False,2014,0
15166,SpiderZombie,255710,True,,0
15166,SpiderZombie,1840,True,2014,0
15166,SpiderZombie,243870,True,2014,0
15166,SpiderZombie,440,True,2014,0
15166,SpiderZombie,239820,True,2014,0
15167,symetricaldeath,298400,False,,0
15168,Slamosis,4000,True,2015,0
15168,Slamosis,327890,False,2015,0
15168,Slamosis,264710,True,2015,0
15169,76561198060678959,113020,True,2014,2
15169,76561198060678959,200170,True,2013,0
15169,76561198060678959,224480,True,2014,2
15169,76561198060678959,1250,True,2013,0
15169,76561198060678959,3480,True,2013,0
15170,parktesla,49520,True,2014,0
15171,partycatsjr,413410,True,,0
15171,partycatsjr,441830,True,,0
15172,76561198088203016,4000,True,2013,0
15172,76561198088203016,389570,True,,0
15172,76561198088203016,105600,True,2015,0
15172,76561198088203016,204340,True,2014,0
15172,76561198088203016,252490,True,2015,0
15172,76561198088203016,319510,True,2014,0
15172,76561198088203016,218620,True,2015,0
15172,76561198088203016,226700,True,2015,0
15172,76561198088203016,238280,True,2015,0
15173,RamsayIsDead,49520,True,,0
15173,RamsayIsDead,1840,True,2014,0
15173,RamsayIsDead,218230,True,,0
15173,RamsayIsDead,218620,True,2015,0
15173,RamsayIsDead,250900,True,,0
15173,RamsayIsDead,8980,True,,0
15173,RamsayIsDead,261640,True,,0
15173,RamsayIsDead,211420,True,2015,2
15174,76561198066728279,325600,False,2015,0
15175,WolfangerX,730,True,,0
15176,drAlMac,211420,True,2013,0
15176,drAlMac,312530,True,,0
15176,drAlMac,391540,True,2015,0
15177,76561197971725163,249380,True,2015,0
15177,76561197971725163,440,True,2015,0
15177,76561197971725163,4000,True,2015,0
15178,patrick_aus,275850,False,,2
15179,76561198210898561,429570,True,,0
15179,76561198210898561,202485,True,2015,0
15179,76561198210898561,72850,True,2015,0
15179,76561198210898561,8870,True,2015,0
15179,76561198210898561,22600,True,2015,0
15179,76561198210898561,346110,True,2015,0
15180,76561198050116532,200210,True,2015,0
15180,76561198050116532,218620,True,2015,0
15180,76561198050116532,17410,True,2015,0
15181,76561198069207168,730,True,2015,0
15182,76561198060351220,730,True,2015,2
15182,76561198060351220,383080,True,2015,0
15182,76561198060351220,351640,True,2015,2
15182,76561198060351220,550,True,2014,0
15182,76561198060351220,282900,True,2015,0
15182,76561198060351220,218620,True,2015,2
15182,76561198060351220,232090,True,2015,0
15182,76561198060351220,283680,True,2015,2
15183,kvgamg,252490,True,2014,0
15184,76561198029229660,730,True,2015,0
15184,76561198029229660,219150,True,2014,0
15184,76561198029229660,250320,True,2014,2
15185,Paulie1333,268750,True,2014,0
15185,Paulie1333,253030,True,2014,0
15185,Paulie1333,239450,True,2014,0
15185,Paulie1333,212680,True,2013,0
15185,Paulie1333,238280,True,2014,0
15186,sneigg,227940,False,2015,2
15186,sneigg,34900,True,,0
15186,sneigg,242880,False,2014,0
15187,Sickosno,33930,True,2014,0
15187,Sickosno,4920,True,2014,0
15188,76561198047147962,304930,True,2014,0
15189,pavelfurie,292030,True,2015,2
15190,pawapi,298520,True,2015,0
15191,pawsjdog,72850,True,2013,0
15191,pawsjdog,424280,True,,0
15191,pawsjdog,319630,True,2015,0
15192,76561198050026278,230410,True,2014,2
15193,ebolaspounge,223750,True,2014,0
15194,76561198010288624,372000,False,,0
15194,76561198010288624,230410,True,,0
15194,76561198010288624,391540,True,2015,0
15194,76561198010288624,242760,True,2014,0
15195,76561197996571086,221100,False,2015,2
15196,76561197967370851,218620,True,2015,0
15197,thetwistedman,304930,True,2015,0
15197,thetwistedman,440,True,2015,0
15198,76561198022460178,8930,True,2014,0
15199,PeaceEagle,242760,True,2014,2
15199,PeaceEagle,730,True,2015,2
15199,PeaceEagle,22300,True,2014,2
15199,PeaceEagle,17450,True,2014,0
15199,PeaceEagle,359550,False,,2
15199,PeaceEagle,292030,True,,0
15199,PeaceEagle,200260,True,2015,0
15199,PeaceEagle,49520,False,2014,2
15199,PeaceEagle,220240,False,2014,0
15200,76561198068518806,218620,True,2014,0
15201,Peaceproducts131,440,True,2013,0
15201,Peaceproducts131,209670,True,2014,2
15201,Peaceproducts131,8500,True,2013,0
15202,76561198087445940,440,True,2015,0
15203,76561198036537566,252950,True,2015,0
15203,76561198036537566,211820,True,2015,0
15204,76561198094428264,105600,True,2015,0
15204,76561198094428264,72850,True,2014,2
15204,76561198094428264,224600,True,,0
15204,76561198094428264,230410,False,,0
15204,76561198094428264,313340,True,,0
15204,76561198094428264,8190,True,,0
15204,76561198094428264,268750,True,2015,2
15204,76561198094428264,22380,True,2015,2
15205,geassguy,242760,True,2014,0
15206,pearcinator,231160,True,2014,0
15207,Howaboutsomegoodoldsuicide,11230,True,2014,2
15207,Howaboutsomegoodoldsuicide,209060,True,,0
15207,Howaboutsomegoodoldsuicide,202970,True,,0
15207,Howaboutsomegoodoldsuicide,209160,False,2014,0
15208,pedrosomar,224260,True,2013,0
15209,76561198069480581,550,True,2014,0
15210,Pedil,440,True,2013,0
