,title,id,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,year
106665,FlatOut 4: Total Insanity Soundtrack Volume 3,600592,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017
106672,Extra Character (Female #1) + Item Pack for Arcane RE-Raise,611920,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2017
106674,Lil Tanks,495820,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106675,- Arcane RERaise -,603770,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2017
106676,Ride 2 Collector Bikes Pack,515160,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2017
106677,Toukiden 2 - Mission Collection Set 2,569688,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
106678,Mighty Party: Battle and Toads Pack,616300,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,2017
106679,Extra Character (Female #2) + Item Pack for Arcane RE-Raise,611921,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2017
106680,X-Plane 11 - Add-on: Aerosoft - Airport Antalya,605780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
106681,Invicta Beam,611690,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106683,Collection - Europa Universalis IV: Ultimate Music Pack,617960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2017
106694,Use Your Words,521350,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106695,The Adventures of Alvis,615160,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
106696,Haunted Manor: Lord of Mirrors Collector's Edition,614380,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
106697,Payroll,548500,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015
106699,世阳教你学防灾Shiyang teaches you to learn disaster prevention,593950,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2017
106711,Collection - Crusader Kings II: Ultimate Portrait Pack,616170,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2017
106714,Bambino Rally 3,469550,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2016
106715,Police: Destruction Street,546830,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2017
106716,15 Defense,599090,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106718,Gods and Nemesis: of Ghosts from Dragons,509530,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2017
106719,Planet of Mubu,602170,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106720,Feral Fury,542660,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106721,Glorch's Great Escape: Walking is for Chumps,549790,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106722,Breaking Wheel,545890,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106723,CLANNAD - 10th Anniversary Artbook,615930,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
106725,Mad Dagger,608390,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106729,CLANNAD - Anthology Manga,519110,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
106730,Elsewhere High: Chapter 1 - A Visual Novel,587570,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016
106732,Escape 2042 - The Truth Defenders,598590,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106733,Elsewhere High: Chapter 2 - A Visual Novel,605930,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
106735,Mr. Donovan,580510,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106737,Rogue Port - Blue Nightmare,595780,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
106739,Chronicles of a Dark Lord: Tides of Fate Remastered,603080,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
106740,Hacknet - Labyrinths,521840,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017
106741,Tank Battle: East Front,613120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
106743,SkyKeepers,568180,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106744,Dawn,605610,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
106745,Remnants Of The Arcane,498390,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
106746,Hacknet - Labyrinths Official Soundtrack,612210,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017
106747,Riders of Asgard - Soundtrack,609830,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2017
106748,Ripple,601240,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106750,Punished Talents: Seven Muses Collector's Edition,613350,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
106751,After the Empire,493220,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017
106752,Guns of Icarus Alliance,608800,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017
106753,Gemstone Keeper,522080,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106754,Call of Duty®: Infinite Warfare - Method Man VO Pack,593271,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
106755,The Morgue Fissure Between Worlds,547150,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106756,The Great Whale Road,464830,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2017
106758,Hero Barrier,580560,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106761,PacaPlus,610610,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106762,Outer Rim,604640,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106764,Army of Tentacles: OMG it's sequel content,531750,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
106777,One Eyed Kutkh,612170,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106782,The Eagle's Heir,609760,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
106784,VRC PRO Rally-X pack,574677,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,2017
106785,VRC PRO Deluxe Carpet tracks,574676,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,2017
106786,Miniature Garden,494170,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106791,Powernaut VANGARDT,602880,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106792,"Jump, Step, Step",575710,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106793,Jump Step Step - Direct Control,602280,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
106794,Silver Island,613610,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
106795,An Alien with a Magnet,390620,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106796,Ulama: Arena of the Gods,529140,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2017
106797,I may die!,560080,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106807,HackyZack - Original Sountrack,615200,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2017
106808,Rain World,312520,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106809,HOUND,562800,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017
106810,Fallout Shelter,588430,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2017
106811,Space Rogue Classic,569200,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1989
106817,Love Story: Letters from the Past,610110,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
106819,Devade,614900,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106820,Heroine Anthem Zero - Art Book,609200,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
106822,Scribble Ships,548130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
106824,RIFT Starter Pack,602450,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2017
106829,Meganoid,606030,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
106832,Manipulated,530510,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106836,Rigor Mortis,605510,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106844,Life Forge ORPG,600120,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2017
106851,News Tycoon,581220,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
106852,Battle Brothers,365360,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2017
106853,Vikings - Wolves of Midgard,404590,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017
106856,Toymaker,607780,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
106857,Stonekeep,613240,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1995
106858,Demonheart,578900,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106860,Free Towns,602180,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2017
106862,DARK SOULS™ III - The Ringed City™,506971,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
106863,Has-Been Heroes,492290,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2017
106864,VALIANT KNIGHTS Typing Battle,612810,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017
106866,Bomb Squad Academy,591380,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017
106867,"Mafia III: Faster, Baby!",598020,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
106868,Weapon Shop Fantasy,599460,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2017
106871,Bush Hockey League,543010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2017
106872,Toukiden 2 - Armor: Fugaku Outfit / Nagi Outfit,569686,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
106873,Toukiden 2 - Armor: Ibuki Outfit / Oka Outfit,569685,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
106874,Toukiden 2 - Mission Collection Set 1,569687,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
106875,Blossom Tales: The Sleeping King Soundtrack,601190,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
106878,Snake Pass,544330,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106879,Grass Cutter,589420,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017
106881,A Timely Intervention,461340,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2017
106882,The Cat Games,603260,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2017
106883,Dungeon Creepster,598470,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
106884,Out of the Park Baseball 18,465650,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,2017
106886,Five Elements,575670,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2017
106888,Club Manager 2016 - Upgrade to Club Manager 2017,595970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2017
106889,Club Manager 2017,507300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2017
106891,Ghost 1.0 - Support Mission Mode Skin,614080,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106892,Paper Quest,590570,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
106894,MakeThatMoney,600600,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
106896,TANE DLC: US ATC Class S 160 Steam,610970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
106899,Fernbus Simulator Add-On - Neoplan Skyliner,569700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
106900,Algotica - Iteration 1,593330,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106901,The Fishing Club 3D,522230,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2017
106902,PuppyStory,605530,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106903,Afghanistan '11,580710,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
106904,Dome - Donation DLC,605050,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106906,Mystery Case Files: The Black Veil Collector's Edition,580010,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
106910,Toukiden 2 - Mitama: Sanada Masayuki,569681,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
106911,Toukiden 2 - Mitama: Chikurin'in,569684,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
106920,Paladin,548220,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106921,Molemen Must Die!,602120,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106922,NOBUNAGA'S AMBITION: Bushou Fuunroku / 信長の野望･武将風雲録,521740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
106924,Ishin no Arashi / 維新の嵐,545010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
106925,MechDefender,562730,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
106926,Romance of the Three Kingdoms Ⅳ with Power Up Kit / 三國志Ⅳ with パワーアップキット,521730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
106928,Cyberline Racing,514460,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2017
106930,Broccoli Bob,604140,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106933,Tower Defense - Fantasy Legends Tower Game,599900,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2017
106935,Cities: Skylines - Pearls From the East,563850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2017
106938,Holobunnies: Pause Cafe - Soundtrack,595020,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106939,Holobunnies: Pause Cafe,497710,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106941,Riders of Icarus - Heroic Veiled Corruption Package,606320,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2017
106942,Riders of Icarus - Legendary Veiled Corruption Package,606321,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2017
106943,Pixel Puzzles Ultimate - Puzzle Pack: Primates,591497,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,2017
106944,Demon Lord,578920,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017
106946,Think To Die 3,611320,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
106947,Factory Engineer,514290,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017
106948,Zup! 4 - DLC,610820,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106949,Comit the Astrodian 2,597090,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106950,Osy Osmosis,502730,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017
106951,Tiles,594750,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106953,The Crow's Eye,449510,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106954,A Step Into Darkness - Original Soundtrack,594270,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
106956,The Crow's Eye - Soundtrack,585730,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106957,Narborion Saga,581340,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2017
106968,ROOT Soundtrack,601850,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106969,Flower Design,546070,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017
106972,Popap,607680,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
106973,VoiceAttack,583010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2009
106974,Running Sausage,605520,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2017
106975,BUCK: Saturday Morning Cartoon Apocalypse,443890,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
106976,GRAY TANK,596570,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017
106978,The Tenth Line,575940,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
106979,Ninja Avenger Dragon Blade,603790,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
106980,Macbat 64,568040,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106981,The Tenth Line - Digital Art Book + Soundtrack,577030,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
106982,Permute,575630,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106984,Cat Goes Platform,567250,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106985,Life of a Mobster,596890,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2014
106986,Adventures of Abrix,576380,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
106987,Life of a Wizard,596910,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2013
106989,Kona,365160,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106990,The Lost Heir 3: Demon War,596540,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
106992,Trolley Gold,498320,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106994,64.0 Soundtrack,610100,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
106995,"Viktor, a Steampunk Adventure",550990,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106996,Estranged: Act II,582890,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106997,NieR:Automata™,524220,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017
106998,Narcissu 10th Anniversary Anthology Project - Sumire,608420,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
106999,Tokyo Twilight Ghost Hunters Daybreak: Special Gigs,425460,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2017
107000,MyWorld - Action RPG Maker,492150,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
107001,Cosmic Express,583270,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
107002,Tier 1,565490,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017
107003,Last Tale,608560,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
107005,Glyphs Apprentice,592120,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
107006,The Butterfly Sign: Human Error,555260,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
107007,M.A.C.E.,555280,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
107010,Wizards and Warlords,567080,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2017
107011,Virtual Rides 3 - Funfair Simulator,515260,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
107012,The Keep,317370,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
107013,64.0,578850,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
107014,The Lion's Song: Episode 3 - Derivation,477020,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
107015,FSX Steam Edition: Airbus A320/A321 Add-On,556212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
107016,FSX Steam Edition: Airbus A318/A319 Add-On,556213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
107018,Clone Drone in the Danger Zone,597170,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
107019,Moribund,500790,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
107020,Pastelia Stories,486690,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2017
107021,Tap Adventure: Time Travel - Promo Pack,608730,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2018
107034,Introvert Quest,562640,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
107035,Queen's Tales: The Beast and the Nightingale Collector's Edition,605790,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
107037,Heroes of Dire,509560,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,2017
107038,Space Impact Glitch,580990,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
107039,28 Waves Later,444290,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
107040,Typing with Jester,496520,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
107041,Dark Train,532290,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
107043,Mystery Riddles,598620,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
107044,Trianguluv,601930,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
107045,Absoloot,555700,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
107050,Future Unfolding,539340,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
107052,Dead Rising 4 - Holiday Stocking Stuffer Pack,593052,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
107054,Real Heroes: Firefighter,549680,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017
107059,Age of Rivals,597970,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
107060,HEX: Scars of War Bundle,605650,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2017
107061,Tacopocalypse,416530,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2017
107063,Monster Monpiece - Deluxe Pack,586010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
107064,Monster Monpiece,415300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
107065,aMAZE,604780,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
107066,Nephise,606860,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
107068,Brave Furries,355280,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014
107070,Dark Tower,606060,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017
107071,Eekeemoo - Splinters of the Dark Shard,413040,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
107072,Arma: Cold War Assault Mac/Linux,594550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2017
107074,LEAVES - The Return,569810,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
107075,Blue-Collar Astronaut,414760,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2017
107076,Children of the Galaxy,563390,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017
